year,country,wave_pgf,wave_lp,wave_gdp
1971,ESP,0.036872,0.061659,0.046958
1972,ESP,0.034434,0.059307,0.043464
1973,ESP,0.032016,0.056864,0.039759
1974,ESP,0.029694,0.054399,0.035959
1975,ESP,0.027565,0.051989,0.032236
1976,ESP,0.025709,0.049698,0.028783
1977,ESP,0.024128,0.047517,0.025717
1978,ESP,0.022801,0.045419,0.023142
1979,ESP,0.021686,0.043358,0.02114
1980,ESP,0.020731,0.041289,0.019755
1981,ESP,0.019865,0.039162,0.018973
1982,ESP,0.01904,0.036964,0.018759
1983,ESP,0.018207,0.034691,0.019029
1984,ESP,0.01731,0.032327,0.019674
1985,ESP,0.016303,0.029866,0.020572
1986,ESP,0.015192,0.027372,0.02159
1987,ESP,0.014006,0.024927,0.022594
1988,ESP,0.012769,0.022588,0.023462
1989,ESP,0.011508,0.020383,0.024136
1990,ESP,0.01026,0.018332,0.024608
1991,ESP,0.009071,0.01645,0.024912
1992,ESP,0.007957,0.014715,0.025107
1993,ESP,0.006914,0.013087,0.025249
1994,ESP,0.005938,0.011552,0.025358
1995,ESP,0.005016,0.010117,0.025379
1996,ESP,0.004159,0.008826,0.025248
1997,ESP,0.003376,0.007718,0.024905
1998,ESP,0.00268,0.006836,0.024283
1999,ESP,0.002081,0.006207,0.023331
2000,ESP,0.001578,0.00583,0.022029
2001,ESP,0.001168,0.00569,0.020392
2002,ESP,0.000858,0.005766,0.018484
2003,ESP,0.000652,0.00603,0.0164
2004,ESP,0.000546,0.006446,0.014218
2005,ESP,0.000531,0.006971,0.012005
2006,ESP,0.000595,0.007556,0.00983
2007,ESP,0.000725,0.008145,0.007773
2008,ESP,0.000915,0.008681,0.005945
2009,ESP,0.001164,0.00911,0.004472
2010,ESP,0.001451,0.009367,0.003453
2011,ESP,0.001741,0.009418,0.002887
2012,ESP,0.002017,0.009258,0.002763
2013,ESP,0.002263,0.008897,0.003036
2014,ESP,0.002459,0.008362,0.0036
2015,ESP,0.002589,0.007692,0.00432
2016,ESP,0.002638,0.006916,0.005086
2017,ESP,0.002616,0.006064,0.005862
2018,ESP,0.002548,0.005161,0.006657
2019,ESP,0.002475,0.004237,0.007527
2020,ESP,0.002436,0.003307,0.00855
2021,ESP,0.002477,0.002389,0.009813
2022,ESP,0.002558,0.001494,0.011151
1891,FIN,0.007025,0.011469,0.010989
1892,FIN,0.00872,0.013321,0.012899
1893,FIN,0.010371,0.01514,0.01474
1894,FIN,0.011828,0.016785,0.016315
1895,FIN,0.012972,0.018157,0.017489
1896,FIN,0.013774,0.019228,0.018185
1897,FIN,0.014222,0.019974,0.018421
1898,FIN,0.014353,0.020407,0.018286
1899,FIN,0.01424,0.020567,0.017895
1900,FIN,0.013993,0.020541,0.017386
1901,FIN,0.01363,0.020331,0.016787
1902,FIN,0.013221,0.020009,0.016167
1903,FIN,0.012789,0.019614,0.015522
1904,FIN,0.012279,0.01911,0.014764
1905,FIN,0.011709,0.018535,0.013888
1906,FIN,0.011124,0.017948,0.012918
1907,FIN,0.010536,0.01737,0.011861
1908,FIN,0.009978,0.016835,0.010758
1909,FIN,0.009489,0.016373,0.009671
1910,FIN,0.009087,0.015996,0.008636
1911,FIN,0.00884,0.015774,0.00773
1912,FIN,0.008813,0.015772,0.007037
1913,FIN,0.009069,0.016035,0.006656
1914,FIN,0.009738,0.016675,0.00676
1915,FIN,0.010998,0.017857,0.007595
1916,FIN,0.012935,0.01967,0.009292
1917,FIN,0.015522,0.022106,0.011842
1918,FIN,0.018736,0.025161,0.015237
1919,FIN,0.022261,0.028556,0.01911
1920,FIN,0.025516,0.031754,0.022802
1921,FIN,0.028252,0.034518,0.026032
1922,FIN,0.030336,0.0367,0.028704
1923,FIN,0.031692,0.038221,0.03071
1924,FIN,0.032351,0.039086,0.032065
1925,FIN,0.032387,0.039332,0.032851
1926,FIN,0.031868,0.039002,0.03312
1927,FIN,0.030892,0.038171,0.03295
1928,FIN,0.029512,0.036859,0.032409
1929,FIN,0.027817,0.035107,0.031635
1930,FIN,0.025899,0.032952,0.030821
1931,FIN,0.023826,0.030445,0.030105
1932,FIN,0.021712,0.027764,0.029521
1933,FIN,0.019665,0.025122,0.028983
1934,FIN,0.01766,0.022575,0.02832
1935,FIN,0.015712,0.02019,0.027423
1936,FIN,0.013909,0.018067,0.02634
1937,FIN,0.01233,0.016285,0.025132
1938,FIN,0.011094,0.014951,0.023928
1939,FIN,0.010301,0.01414,0.022907
1940,FIN,0.01005,0.013915,0.022286
1941,FIN,0.010392,0.014351,0.022135
1942,FIN,0.011159,0.015297,0.022369
1943,FIN,0.012227,0.016661,0.022923
1944,FIN,0.013461,0.018337,0.023689
1945,FIN,0.014874,0.020342,0.024736
1946,FIN,0.016392,0.022569,0.026079
1947,FIN,0.01789,0.024892,0.027558
1948,FIN,0.019308,0.027223,0.029094
1949,FIN,0.020584,0.029475,0.030571
1950,FIN,0.02165,0.031526,0.031943
1951,FIN,0.022534,0.033379,0.033198
1952,FIN,0.023244,0.035021,0.034313
1953,FIN,0.023866,0.036523,0.035348
1954,FIN,0.024459,0.037935,0.036341
1955,FIN,0.024997,0.039228,0.037247
1956,FIN,0.025528,0.040455,0.038101
1957,FIN,0.026115,0.04167,0.038941
1958,FIN,0.026778,0.042892,0.039765
1959,FIN,0.027514,0.044113,0.040569
1960,FIN,0.028221,0.04522,0.041263
1961,FIN,0.028872,0.046202,0.041777
1962,FIN,0.029486,0.047077,0.042126
1963,FIN,0.030118,0.047899,0.042377
1964,FIN,0.03078,0.048684,0.042559
1965,FIN,0.03146,0.049428,0.042668
1966,FIN,0.032118,0.050083,0.042708
1967,FIN,0.032725,0.050606,0.042696
1968,FIN,0.033211,0.050923,0.042603
1969,FIN,0.033497,0.050962,0.042348
1970,FIN,0.033487,0.050651,0.041802
1971,FIN,0.033185,0.050008,0.040944
1972,FIN,0.032615,0.049053,0.039827
1973,FIN,0.03179,0.047806,0.038466
1974,FIN,0.030782,0.046341,0.036938
1975,FIN,0.029694,0.044756,0.035372
1976,FIN,0.028599,0.043117,0.033876
1977,FIN,0.027579,0.041528,0.032514
1978,FIN,0.026655,0.040034,0.031285
1979,FIN,0.025802,0.038646,0.03012
1980,FIN,0.024994,0.03737,0.028942
1981,FIN,0.024262,0.036257,0.027748
1982,FIN,0.023654,0.035352,0.026581
1983,FIN,0.023156,0.03463,0.025445
1984,FIN,0.022748,0.034054,0.024342
1985,FIN,0.022419,0.033598,0.023271
1986,FIN,0.022154,0.033228,0.02224
1987,FIN,0.021945,0.032915,0.02127
1988,FIN,0.021793,0.032643,0.020386
1989,FIN,0.021689,0.032376,0.019637
1990,FIN,0.021659,0.032102,0.01913
1991,FIN,0.021748,0.031824,0.019025
1992,FIN,0.021969,0.031528,0.01945
1993,FIN,0.022249,0.031153,0.020366
1994,FIN,0.022486,0.030645,0.021619
1995,FIN,0.022599,0.03,0.022991
1996,FIN,0.022543,0.02924,0.024291
1997,FIN,0.022275,0.02836,0.025358
1998,FIN,0.021751,0.02734,0.026052
1999,FIN,0.020956,0.026166,0.026297
2000,FIN,0.019906,0.024845,0.026074
2001,FIN,0.018621,0.023382,0.025391
2002,FIN,0.017162,0.021817,0.024316
2003,FIN,0.015576,0.020182,0.022913
2004,FIN,0.013885,0.018484,0.021227
2005,FIN,0.012108,0.01673,0.019294
2006,FIN,0.010293,0.014961,0.017178
2007,FIN,0.008492,0.01322,0.014955
2008,FIN,0.00678,0.011569,0.012741
2009,FIN,0.005278,0.010108,0.010715
2010,FIN,0.004066,0.008892,0.00904
2011,FIN,0.003086,0.007865,0.007687
2012,FIN,0.002329,0.007025,0.006661
2013,FIN,0.001806,0.00638,0.005996
2014,FIN,0.001481,0.005893,0.005673
2015,FIN,0.001303,0.005521,0.005635
2016,FIN,0.001211,0.005214,0.005798
2017,FIN,0.001148,0.004926,0.006071
2018,FIN,0.001099,0.004648,0.006401
2019,FIN,0.00109,0.004412,0.006783
2020,FIN,0.001124,0.004218,0.007219
2021,FIN,0.001199,0.004053,0.00772
2022,FIN,0.001285,0.0039,0.00823
1891,FRA,0.006849,0.010212,0.014512
1892,FRA,0.007205,0.010665,0.014397
1893,FRA,0.007545,0.011101,0.014274
1894,FRA,0.007863,0.011514,0.014148
1895,FRA,0.008063,0.011815,0.013921
1896,FRA,0.008206,0.012064,0.013658
1897,FRA,0.008285,0.012253,0.013357
1898,FRA,0.008324,0.012405,0.01305
1899,FRA,0.008272,0.012464,0.012684
1900,FRA,0.008167,0.012463,0.012297
1901,FRA,0.008087,0.012473,0.011973
1902,FRA,0.008106,0.012561,0.011793
1903,FRA,0.00818,0.012682,0.011718
1904,FRA,0.008227,0.012756,0.011657
1905,FRA,0.008209,0.012746,0.011563
1906,FRA,0.008104,0.012635,0.011403
1907,FRA,0.007929,0.012443,0.011168
1908,FRA,0.007649,0.012142,0.010801
1909,FRA,0.007373,0.011845,0.01038
1910,FRA,0.007181,0.011642,0.009953
1911,FRA,0.007204,0.011671,0.00961
1912,FRA,0.00746,0.011962,0.009323
1913,FRA,0.008147,0.012727,0.009249
1914,FRA,0.009608,0.014328,0.009689
1915,FRA,0.012145,0.017094,0.010911
1916,FRA,0.015708,0.020999,0.012838
1917,FRA,0.01993,0.025697,0.015131
1918,FRA,0.024672,0.031053,0.017718
1919,FRA,0.029704,0.036824,0.020478
1920,FRA,0.034431,0.042385,0.022967
1921,FRA,0.038418,0.047246,0.024904
1922,FRA,0.041355,0.051035,0.026101
1923,FRA,0.042847,0.053315,0.026216
1924,FRA,0.042845,0.053989,0.025255
1925,FRA,0.041385,0.053052,0.023261
1926,FRA,0.038713,0.05072,0.020447
1927,FRA,0.035067,0.047223,0.01699
1928,FRA,0.03074,0.042854,0.013092
1929,FRA,0.025926,0.037815,0.008883
1930,FRA,0.020878,0.03235,0.004579
1931,FRA,0.015933,0.026766,0.000548
1932,FRA,0.011342,0.021289,-0.002921
1933,FRA,0.007316,0.016139,-0.005629
1934,FRA,0.003958,0.01147,-0.007551
1935,FRA,0.001369,0.007407,-0.00859
1936,FRA,-0.000408,0.004018,-0.008705
1937,FRA,-0.00137,0.001332,-0.007889
1938,FRA,-0.001503,-0.000626,-0.006088
1939,FRA,-0.00056,-0.001516,-0.00319
1940,FRA,0.001665,-0.001031,0.00088
1941,FRA,0.005449,0.001203,0.006288
1942,FRA,0.010614,0.0051,0.012772
1943,FRA,0.016853,0.010436,0.019995
1944,FRA,0.02386,0.016968,0.027604
1945,FRA,0.031286,0.024404,0.035204
1946,FRA,0.038168,0.031783,0.041874
1947,FRA,0.043911,0.038459,0.047082
1948,FRA,0.04848,0.044279,0.050883
1949,FRA,0.051832,0.049077,0.053344
1950,FRA,0.054076,0.052858,0.054673
1951,FRA,0.055371,0.055719,0.055077
1952,FRA,0.055934,0.057829,0.054802
1953,FRA,0.055949,0.059337,0.054082
1954,FRA,0.055545,0.060349,0.053089
1955,FRA,0.054815,0.060952,0.05194
1956,FRA,0.05384,0.061216,0.050744
1957,FRA,0.052689,0.061202,0.049591
1958,FRA,0.051442,0.060993,0.048549
1959,FRA,0.050183,0.060683,0.047676
1960,FRA,0.048947,0.060315,0.046961
1961,FRA,0.04771,0.059883,0.046333
1962,FRA,0.046484,0.059404,0.045764
1963,FRA,0.045275,0.0589,0.045206
1964,FRA,0.044091,0.058381,0.044628
1965,FRA,0.042934,0.057846,0.044
1966,FRA,0.041792,0.057267,0.043311
1967,FRA,0.040635,0.056597,0.042534
1968,FRA,0.039417,0.055769,0.041638
1969,FRA,0.038097,0.054727,0.040588
1970,FRA,0.03663,0.053424,0.039338
1971,FRA,0.035037,0.051886,0.037888
1972,FRA,0.033349,0.050148,0.036265
1973,FRA,0.031597,0.04824,0.034506
1974,FRA,0.02983,0.046226,0.032649
1975,FRA,0.028124,0.044188,0.030771
1976,FRA,0.026558,0.042219,0.028957
1977,FRA,0.025136,0.040346,0.027202
1978,FRA,0.023837,0.038555,0.025521
1979,FRA,0.022651,0.036843,0.023937
1980,FRA,0.021593,0.035233,0.02249
1981,FRA,0.020675,0.033737,0.021234
1982,FRA,0.019874,0.032328,0.020202
1983,FRA,0.019146,0.030958,0.019391
1984,FRA,0.018492,0.029645,0.018797
1985,FRA,0.017899,0.028392,0.018392
1986,FRA,0.017345,0.027195,0.018129
1987,FRA,0.016824,0.026069,0.017947
1988,FRA,0.016325,0.025023,0.017787
1989,FRA,0.015821,0.02403,0.017592
1990,FRA,0.01531,0.023081,0.017353
1991,FRA,0.014817,0.022187,0.0171
1992,FRA,0.014369,0.021363,0.016876
1993,FRA,0.01397,0.020604,0.016701
1994,FRA,0.013622,0.01991,0.016582
1995,FRA,0.013293,0.019259,0.016472
1996,FRA,0.012953,0.01863,0.016332
1997,FRA,0.012584,0.018014,0.016122
1998,FRA,0.012152,0.017385,0.015792
1999,FRA,0.011627,0.016717,0.015299
2000,FRA,0.010998,0.015994,0.014632
2001,FRA,0.010262,0.0152,0.013809
2002,FRA,0.00944,0.014337,0.012881
2003,FRA,0.008558,0.013417,0.011897
2004,FRA,0.007654,0.012477,0.010888
2005,FRA,0.00675,0.011544,0.009864
2006,FRA,0.005874,0.010639,0.008855
2007,FRA,0.005047,0.009777,0.007888
2008,FRA,0.004317,0.009004,0.007008
2009,FRA,0.003715,0.008335,0.00628
2010,FRA,0.003241,0.007755,0.005749
2011,FRA,0.002842,0.007213,0.00538
2012,FRA,0.00248,0.006667,0.005155
2013,FRA,0.002128,0.00608,0.00508
2014,FRA,0.001749,0.00541,0.005146
2015,FRA,0.001317,0.004629,0.005337
2016,FRA,0.000811,0.003717,0.005633
2017,FRA,0.000219,0.002661,0.00602
2018,FRA,-0.000471,0.001448,0.006486
2019,FRA,-0.001237,9.9e-05,0.007045
2020,FRA,-0.002047,-0.001357,0.007724
2021,FRA,-0.00286,-0.002885,0.008564
2022,FRA,-0.003685,-0.004438,0.009428
1891,GBR,0.006759,0.009565,0.004178
1892,GBR,0.006999,0.009659,0.005588
1893,GBR,0.007224,0.009742,0.006973
1894,GBR,0.007376,0.009772,0.008232
1895,GBR,0.007379,0.009691,0.009231
1896,GBR,0.007241,0.009518,0.009935
1897,GBR,0.00698,0.009273,0.010333
1898,GBR,0.00662,0.008961,0.01046
1899,GBR,0.006172,0.008577,0.010335
1900,GBR,0.005699,0.008161,0.010035
1901,GBR,0.005288,0.007779,0.009678
1902,GBR,0.004979,0.007453,0.009331
1903,GBR,0.004783,0.007185,0.009019
1904,GBR,0.004731,0.007008,0.008787
1905,GBR,0.004806,0.006918,0.008621
1906,GBR,0.004984,0.006917,0.008485
1907,GBR,0.005251,0.007015,0.008367
1908,GBR,0.005603,0.007226,0.008288
1909,GBR,0.006046,0.007574,0.008272
1910,GBR,0.006529,0.008054,0.008229
1911,GBR,0.007021,0.00867,0.008079
1912,GBR,0.00748,0.009392,0.007772
1913,GBR,0.007868,0.010179,0.007281
1914,GBR,0.008151,0.01099,0.00659
1915,GBR,0.00832,0.011797,0.005731
1916,GBR,0.008368,0.012579,0.004729
1917,GBR,0.008379,0.01338,0.003743
1918,GBR,0.008435,0.014225,0.002957
1919,GBR,0.008606,0.015107,0.002564
1920,GBR,0.008945,0.015973,0.002763
1921,GBR,0.00933,0.016613,0.003533
1922,GBR,0.009665,0.016908,0.004717
1923,GBR,0.00989,0.016876,0.006099
1924,GBR,0.009993,0.016574,0.007546
1925,GBR,0.009959,0.016023,0.008965
1926,GBR,0.009811,0.015273,0.010315
1927,GBR,0.009621,0.014415,0.011627
1928,GBR,0.009364,0.013447,0.012833
1929,GBR,0.009091,0.012417,0.013994
1930,GBR,0.008844,0.011363,0.01516
1931,GBR,0.008675,0.010329,0.01641
1932,GBR,0.008612,0.009349,0.017767
1933,GBR,0.00857,0.008365,0.019112
1934,GBR,0.0085,0.007385,0.020295
1935,GBR,0.008393,0.006461,0.021176
1936,GBR,0.00831,0.005705,0.0217
1937,GBR,0.008337,0.005249,0.02184
1938,GBR,0.008583,0.005249,0.021604
1939,GBR,0.00915,0.00585,0.021018
1940,GBR,0.010097,0.007162,0.020081
1941,GBR,0.011362,0.009155,0.018749
1942,GBR,0.012789,0.011621,0.017126
1943,GBR,0.014315,0.014434,0.015462
1944,GBR,0.015775,0.017315,0.014015
1945,GBR,0.016985,0.01995,0.013038
1946,GBR,0.017851,0.022158,0.01267
1947,GBR,0.018365,0.023887,0.01293
1948,GBR,0.018594,0.025197,0.013722
1949,GBR,0.018638,0.026228,0.014884
1950,GBR,0.018583,0.027099,0.016267
1951,GBR,0.018528,0.027941,0.017758
1952,GBR,0.018482,0.028766,0.019252
1953,GBR,0.018437,0.029564,0.020678
1954,GBR,0.018378,0.030328,0.021952
1955,GBR,0.018335,0.031092,0.023051
1956,GBR,0.018341,0.031882,0.02399
1957,GBR,0.018434,0.032719,0.024807
1958,GBR,0.018613,0.03359,0.025518
1959,GBR,0.018861,0.034467,0.026119
1960,GBR,0.019153,0.035328,0.026573
1961,GBR,0.019458,0.036145,0.026862
1962,GBR,0.019785,0.036912,0.027026
1963,GBR,0.020128,0.037612,0.027087
1964,GBR,0.020442,0.038199,0.027021
1965,GBR,0.020706,0.03865,0.026829
1966,GBR,0.020921,0.038956,0.026558
1967,GBR,0.021056,0.039074,0.02623
1968,GBR,0.021066,0.03896,0.025834
1969,GBR,0.020919,0.038589,0.025351
1970,GBR,0.020638,0.037991,0.02481
1971,GBR,0.020221,0.037162,0.024219
1972,GBR,0.019684,0.03613,0.023582
1973,GBR,0.019087,0.034981,0.022916
1974,GBR,0.018529,0.033844,0.022268
1975,GBR,0.018108,0.032818,0.021767
1976,GBR,0.017835,0.031916,0.021447
1977,GBR,0.017641,0.031073,0.021267
1978,GBR,0.017478,0.030246,0.021205
1979,GBR,0.017305,0.029401,0.021245
1980,GBR,0.017121,0.028536,0.021413
1981,GBR,0.016934,0.027657,0.021766
1982,GBR,0.016705,0.02673,0.022273
1983,GBR,0.016422,0.025785,0.022844
1984,GBR,0.016082,0.024859,0.023387
1985,GBR,0.015739,0.024043,0.023847
1986,GBR,0.015398,0.02336,0.024163
1987,GBR,0.015063,0.022807,0.024308
1988,GBR,0.014744,0.022387,0.02426
1989,GBR,0.01449,0.022133,0.024055
1990,GBR,0.014334,0.022027,0.023789
1991,GBR,0.014278,0.022016,0.023559
1992,GBR,0.014294,0.022027,0.023419
1993,GBR,0.014321,0.021979,0.023351
1994,GBR,0.014319,0.021848,0.023289
1995,GBR,0.014269,0.021634,0.023169
1996,GBR,0.014161,0.021344,0.022951
1997,GBR,0.013975,0.02097,0.022592
1998,GBR,0.013671,0.02048,0.022038
1999,GBR,0.013225,0.019853,0.021275
2000,GBR,0.012626,0.019077,0.020302
2001,GBR,0.011871,0.018142,0.019127
2002,GBR,0.01099,0.01708,0.017795
2003,GBR,0.010005,0.015904,0.016346
2004,GBR,0.00894,0.014639,0.014811
2005,GBR,0.007839,0.01333,0.013243
2006,GBR,0.006744,0.01202,0.011699
2007,GBR,0.005696,0.010742,0.01025
2008,GBR,0.00474,0.009537,0.008972
2009,GBR,0.003928,0.008454,0.007954
2010,GBR,0.003289,0.007524,0.007249
2011,GBR,0.002769,0.006712,0.00679
2012,GBR,0.002351,0.006026,0.006528
2013,GBR,0.002012,0.005457,0.006405
2014,GBR,0.001717,0.004975,0.006365
2015,GBR,0.001433,0.004547,0.006364
2016,GBR,0.001138,0.004132,0.006392
2017,GBR,0.000837,0.003721,0.00646
2018,GBR,0.000527,0.003284,0.00659
2019,GBR,0.000231,0.002824,0.006831
2020,GBR,-2.7e-05,0.002344,0.007239
2021,GBR,-0.00022,0.001851,0.007877
2022,GBR,-0.000387,0.001372,0.008566
1891,GRC,-0.023561,-0.025261,-0.024832
1892,GRC,-0.019267,-0.020871,-0.020479
1893,GRC,-0.015197,-0.016703,-0.016351
1894,GRC,-0.011469,-0.012872,-0.012565
1895,GRC,-0.008059,-0.009354,-0.0091
1896,GRC,-0.004893,-0.006073,-0.005886
1897,GRC,-0.001973,-0.00303,-0.002928
1898,GRC,0.000884,-3.9e-05,-4.8e-05
1899,GRC,0.003548,0.002772,0.002623
1900,GRC,0.006031,0.005416,0.005087
1901,GRC,0.008361,0.00792,0.007366
1902,GRC,0.010328,0.010072,0.009238
1903,GRC,0.011609,0.011547,0.010368
1904,GRC,0.012414,0.012547,0.010951
1905,GRC,0.012869,0.013195,0.0111
1906,GRC,0.013174,0.013684,0.011001
1907,GRC,0.013538,0.014223,0.010856
1908,GRC,0.014107,0.014954,0.010805
1909,GRC,0.015014,0.016012,0.01098
1910,GRC,0.016341,0.017477,0.011468
1911,GRC,0.018167,0.019427,0.01236
1912,GRC,0.020515,0.021885,0.013701
1913,GRC,0.023864,0.025332,0.015989
1914,GRC,0.028569,0.030131,0.019624
1915,GRC,0.034128,0.035784,0.024162
1916,GRC,0.04052,0.042268,0.029655
1917,GRC,0.047174,0.049002,0.035618
1918,GRC,0.053136,0.055017,0.041196
1919,GRC,0.057101,0.058981,0.045194
1920,GRC,0.05918,0.061019,0.047683
1921,GRC,0.059215,0.06101,0.048415
1922,GRC,0.057177,0.058952,0.047277
1923,GRC,0.053562,0.055337,0.044676
1924,GRC,0.048782,0.050574,0.040952
1925,GRC,0.043138,0.044947,0.036341
1926,GRC,0.036905,0.038717,0.031069
1927,GRC,0.030354,0.032153,0.025386
1928,GRC,0.023699,0.02546,0.019488
1929,GRC,0.017101,0.018794,0.013528
1930,GRC,0.010674,0.012266,0.007609
1931,GRC,0.004563,0.00602,0.00188
1932,GRC,-0.001208,8.3e-05,-0.003621
1933,GRC,-0.00676,-0.005664,-0.008994
1934,GRC,-0.012091,-0.011223,-0.014213
1935,GRC,-0.017111,-0.0165,-0.019166
1936,GRC,-0.021706,-0.021382,-0.023722
1937,GRC,-0.025708,-0.025701,-0.02769
1938,GRC,-0.028953,-0.029289,-0.030881
1939,GRC,-0.030998,-0.031699,-0.032822
1940,GRC,-0.031438,-0.032518,-0.03307
1941,GRC,-0.029864,-0.03133,-0.03117
1942,GRC,-0.026131,-0.027972,-0.026945
1943,GRC,-0.02034,-0.022518,-0.020488
1944,GRC,-0.012843,-0.015293,-0.012149
1945,GRC,-0.004262,-0.006887,-0.002546
1946,GRC,0.004505,0.001834,0.007415
1947,GRC,0.012243,0.009685,0.016501
1948,GRC,0.018674,0.0164,0.024384
1949,GRC,0.024017,0.022197,0.031211
1950,GRC,0.028443,0.027238,0.037059
1951,GRC,0.032133,0.031696,0.041996
1952,GRC,0.035283,0.03579,0.04614
1953,GRC,0.038107,0.039749,0.04966
1954,GRC,0.04068,0.043646,0.052599
1955,GRC,0.043177,0.047636,0.055127
1956,GRC,0.045668,0.051756,0.057333
1957,GRC,0.048188,0.055996,0.059305
1958,GRC,0.050751,0.060312,0.061154
1959,GRC,0.053359,0.064662,0.062968
1960,GRC,0.055955,0.068948,0.064766
1961,GRC,0.058402,0.072996,0.066472
1962,GRC,0.060498,0.076566,0.067932
1963,GRC,0.062155,0.079534,0.069108
1964,GRC,0.06316,0.081662,0.069817
1965,GRC,0.063408,0.082831,0.06997
1966,GRC,0.062857,0.082984,0.069517
1967,GRC,0.061537,0.082141,0.068474
1968,GRC,0.059466,0.080316,0.06683
1969,GRC,0.05664,0.077503,0.064538
1970,GRC,0.053074,0.073721,0.061542
1971,GRC,0.048866,0.069076,0.057883
1972,GRC,0.044174,0.063755,0.053653
1973,GRC,0.039165,0.057955,0.048974
1974,GRC,0.034075,0.051934,0.04405
1975,GRC,0.029151,0.045975,0.039142
1976,GRC,0.024395,0.040125,0.034283
1977,GRC,0.019857,0.034464,0.029537
1978,GRC,0.015627,0.029099,0.025009
1979,GRC,0.011777,0.024111,0.020772
1980,GRC,0.008449,0.019659,0.016967
1981,GRC,0.005777,0.015893,0.013731
1982,GRC,0.003837,0.012912,0.011164
1983,GRC,0.002579,0.010664,0.009288
1984,GRC,0.001919,0.009069,0.008069
1985,GRC,0.001731,0.007996,0.007419
1986,GRC,0.001961,0.007414,0.007267
1987,GRC,0.002544,0.007259,0.007568
